sample	count 	dilution	CFU.per.ml	MIC	antibiotic.conc	hours
F89_1	10	1000	1.00E+06	0.048828125	0.029296875	-2
F89_2	10	1000	1.00E+06	0.09765625	0.29296875	-2
F89_3	10	1000	1.00E+06	0.1953125	0.5859375	-2
F89_4	10	1000	1.00E+06	0.390625	1.171875	-2
F89_5	10	1000	1.00E+06	0.78125	2.34375	-2
F89_6	10	1000	1.00E+06	1.5625	4.6875	-2
F89_7	10	1000	1.00E+06	3.125	9.375	-2
F89_8	10	1000	1.00E+06	6.25	18.75	-2
F89_9	10	1000	1.00E+06	12.5	37.5	-2
F89_10	10	1000	1.00E+06	25	75	-2
F89_11	10	1000	1.00E+06	50	150	-2
F89_12	10	1000	1.00E+06	100	300	-2
F89_1	11	1000	1.10E+06	0.048828125	0.029296875	0
F89_2	6	1000	6.00E+05	0.09765625	0.29296875	0
F89_3	11	1000	1.10E+06	0.1953125	0.5859375	0
F89_4	11	1000	1.10E+06	0.390625	1.171875	0
F89_5	9	1000	9.00E+05	0.78125	2.34375	0
F89_6	9	1000	9.00E+05	1.5625	4.6875	0
F89_7	8	1000	8.00E+05	3.125	9.375	0
F89_8	9	1000	9.00E+05	6.25	18.75	0
F89_9	8	1000	8.00E+05	12.5	37.5	0
F89_10	11	1000	1.10E+06	25	75	0
F89_11	13	1000	1.30E+06	50	150	0
F89_12	12	1000	1.20E+06	100	300	0
F89_1	11	1000	1.10E+06	0.048828125	0.029296875	1
F89_2	12	1000	1.20E+06	0.09765625	0.29296875	1
F89_3	7	1000	7.00E+05	0.1953125	0.5859375	1
F89_4	12	1000	1.20E+06	0.390625	1.171875	1
F89_5	9	1000	9.00E+05	0.78125	2.34375	1
F89_6	9	1000	9.00E+05	1.5625	4.6875	1
F89_7	9	1000	9.00E+05	3.125	9.375	1
F89_8	9	1000	9.00E+05	6.25	18.75	1
F89_9	10	1000	1.00E+06	12.5	37.5	1
F89_10	9	1000	9.00E+05	25	75	1
F89_11	9	1000	9.00E+05	50	150	1
F89_12	10	1000	1.00E+06	100	300	1
F89_1	6	10000	6.00E+06	0.048828125	0.029296875	2
F89_2	7	10000	7.00E+06	0.09765625	0.29296875	2
F89_3	7	10000	7.00E+06	0.1953125	0.5859375	2
F89_4	7	10000	7.00E+06	0.390625	1.171875	2
F89_5	3	10000	3.00E+06	0.78125	2.34375	2
F89_6	3	10000	3.00E+06	1.5625	4.6875	2
F89_7	3	10000	3.00E+06	3.125	9.375	2
F89_8	13	1000	1.30E+06	6.25	18.75	2
F89_9	10	1000	1.00E+06	12.5	37.5	2
F89_10	9	1000	9.00E+05	25	75	2
F89_11	10	1000	1.00E+06	50	150	2
F89_12	9	1000	9.00E+05	100	300	2
F89_1	12	10000	1.20E+07	0.048828125	0.029296875	3
F89_2	11	10000	1.10E+07	0.09765625	0.29296875	3
F89_3	9	10000	9.00E+06	0.1953125	0.5859375	3
F89_4	9	10000	9.00E+06	0.390625	1.171875	3
F89_5	8	10000	8.00E+06	0.78125	2.34375	3
F89_6	8	10000	8.00E+06	1.5625	4.6875	3
F89_7	17	1000	1.70E+06	3.125	9.375	3
F89_8	11	1000	1.10E+06	6.25	18.75	3
F89_9	9	1000	9.00E+05	12.5	37.5	3
F89_10	9	1000	9.00E+05	25	75	3
F89_11	11	1000	1.10E+06	50	150	3
F89_12	10	1000	1.00E+06	100	300	3
F89_1	18	10000	1.80E+07	0.048828125	0.029296875	4
F89_2	17	10000	1.70E+07	0.09765625	0.29296875	4
F89_3	17	10000	1.70E+07	0.1953125	0.5859375	4
F89_4	12	10000	1.20E+07	0.390625	1.171875	4
F89_5	12	10000	1.20E+07	0.78125	2.34375	4
F89_6	9	10000	9.00E+06	1.5625	4.6875	4
F89_7	21	1000	2.10E+06	3.125	9.375	4
F89_8	15	1000	1.50E+06	6.25	18.75	4
F89_9	9	1000	9.00E+05	12.5	37.5	4
F89_10	11	1000	1.10E+06	25	75	4
F89_11	12	1000	1.20E+06	50	150	4
F89_12	15	1000	1.50E+06	100	300	4
F89_1	10	100000	1.00E+08	0.048828125	0.029296875	5
F89_2	11	100000	1.10E+08	0.09765625	0.29296875	5
F89_3	9	100000	9.00E+07	0.1953125	0.5859375	5
F89_4	9	100000	9.00E+07	0.390625	1.171875	5
F89_5	3	100000	3.00E+07	0.78125	2.34375	5
F89_6	15	10000	1.50E+07	1.5625	4.6875	5
F89_7	10	10000	1.00E+07	3.125	9.375	5
F89_8	13	1000	1.30E+06	6.25	18.75	5
F89_9	10	1000	1.00E+06	12.5	37.5	5
F89_10	10	1000	1.00E+06	25	75	5
F89_11	12	1000	1.20E+06	50	150	5
F89_12	15	1000	1.50E+06	100	300	5
F89_1	26	100000	2.60E+08	0.048828125	0.029296875	6
F89_2	18	100000	1.80E+08	0.09765625	0.29296875	6
F89_3	14	100000	1.40E+08	0.1953125	0.5859375	6
F89_4	13	100000	1.30E+08	0.390625	1.171875	6
F89_5	13	100000	1.30E+08	0.78125	2.34375	6
F89_6	9	100000	9.00E+07	1.5625	4.6875	6
F89_7	18	10000	1.80E+07	3.125	9.375	6
F89_8	18	1000	1.80E+06	6.25	18.75	6
F89_9	11	1000	1.10E+06	12.5	37.5	6
F89_10	10	1000	1.00E+06	25	75	6
F89_11	12	1000	1.20E+06	50	150	6
F89_12	12	1000	1.20E+06	100	300	6
